	Ritregla	ex_1_standardized	ex_2_standardized	ex_3_standardized	ex_1_original	ex_2_original	ex_3_original	ex_1_byt5-22-09	ex_2_byt5-22-09	ex_3_byt5-22-09	ex_1_byt5-23-12	ex_2_byt5-23-12	ex_3_byt5-23-12	ex_1_byt5-24-03	ex_2_byt5-24-03	ex_3_byt5-24-03	ex_1_greynir	ex_2_greynir	ex_3_greynir	ex_1_google	ex_2_google	ex_3_google	ex_1_word	ex_2_word	ex_3_word	ex_1_puki	ex_2_puki	ex_3_puki	ex_1_skrambi	ex_2_skrambi	ex_3_skrambi	ex_1_ice-gpt-sw3	ex_2_ice-gpt-sw3	ex_3_ice-gpt-sw3
10	1.2.2.1 (b)	Þetta var dómur í Hæstarétti Íslands.	Fríverslunarsamtök Evrópu voru stofnuð 1960.	Ísland var áður hluti af Konungsríkinu Danmörku.	Þetta var dómur í Hæstarétti íslands.	Fríverslunarsamtök evrópu voru stofnuð 1960.	Ísland var áður hluti af Konungsríkinu danmörku.	Þetta var dómur í Hæstarétti Íslands.	Fríverslunarsamtök Evrópu voru stofnuð 1960.	Ísland var áður hluti af Konungsríkinu Danmörku.	Þetta var dómur í Hæstarétti Íslands.	Fríverslunarsamtök Evrópu voru stofnuð 1960.	Ísland var áður hluti af Konungsríkinu Danmörku.	Þetta var dómur í Hæstarétti Íslands.	Fríverslunarsamtök Evrópu voru stofnuð 1960.	Ísland var áður hluti af Konungsríkinu Danmörku.	Þetta var dómur í Hæstarétti Íslands.	Fríverslunarsamtök Evrópu voru stofnuð 1960.	Ísland var áður hluti af konungsríkinu Danmörku.	Þetta var dómur í Hæstarétti íslands.	Fríverslunarsamtök evrópu  voru stofnuð 1960.	Ísland var áður hluti af Konungsríkinu danmörku.	Þetta var dómur í Hæstarétti íslands.	Fríverslunarsamtök Evrópu voru stofnuð 1960.	Ísland var áður hluti af Konungsríkinu Danmörku.	Þetta var dómur í Hæstarétti íslands.	Fríverslunarsamtök Evrópu voru stofnuð 1960.	Ísland var áður hluti af Konungsríkinu Danmörku.	Þetta var dómur í Hæstarétti íslands.	Fríverslunarsamtök Evrópu voru stofnuð 1960.	Ísland var áður hluti af Konungsríkinu Danmörku.	Þetta var dómur í Hæstarétti Íslands.	Fríverslunarsamtök Evrópu voru stofnuð 1960.	Ísland var áður hluti af Konungsríkinu Danmörku.
11	1.2.2.2 a	Þetta er hún Guðrún. Hún er frænka mín.	Hálfbróðir minn var Jóhannsson.	Hvort heitir hann Óli eða Ólafur?	Þetta er hún guðrún. Hún er frænka mín.	Hálfbróðir minn var jóhannsson.	Hvort heitir hann óli eða Ólafur?	Þetta er hún Guðrún, hún er frænka mín.	Hálfbróðir minn var Jóhannsson.	Hvort heitir hann Óli eða Ólafur?	Þetta er hún Guðrún. Hún er frænka mín.	Hálfbróðir minn var Jóhannesson.	Hvort heitir hann Óli eða Ólafur?	Þetta er hún Guðrún. Hún er frænka mín.	Hálfbróðir minn var Jóhannesson.	Hvort heitir hann Óli eða Ólafur?	Þetta er hún guðrún. Hún er frænka mín.	Hálfbróðir minn var Jóhannsson.	Hvort heitir hann ól eða Ólafur?	Þetta er hún guðrún. Hún er frænka mín.	Hálf Bróðir minn var jóhannsson.	Hvort heitir hann óli eða Ólafur?	Þetta er hún Guðrún. Hún er frænka mín.	Hálfbróðir minn var Jóhannsson.	Hvort heitir hann Óli eða Ólafur?	Þetta er hún guðrún. Hún er frænka mín.	Hálfbróðir minn var Jóhannsson.	Hvort heitir hann ali eða Ólafur?	Þetta er hún Guðrún. Hún er frænka mín.	Hálfbróðir minn var Jóhannsson.	Hvort heitir hann óli eða Ólafur?	Þetta er hún guðrún. Hún er frænka mín.	Hálfbróðir minn var Jóhannsson.	Hvort heitir hann Óli eða Ólafur?
12	1.2.2.2 b	Hann fer síðan heim og ritar hjá sér á miða nafnið Gilitrutt.	Meira að segja Satan sjálfur er ekki svona vondur.	Grettir sterki hafði betur gegnum draugnum Glámi.	Hann fer síðan heim og ritar hjá sér á miða nafnið gilitrutt.	Meira að segja satan sjálfur er ekki svona vondur.	Grettir sterki hafði betur gegnum draugnum glámi.	Hann fer síðan heim og ritar hjá sér á miða nafnið gilitrutt.	Meira að segja satan sjálfur er ekki svona vondur.	Grettir sterki hafði betur gegnum draugnum glámi.	Hann fer síðan heim og ritar hjá sér á miða nafnið gilitrutt.	Meira að segja satan sjálfur er ekki svona vondur.	Grettir sterki hafði betur gegn draugnum Glámi.	Hann fer síðan heim og ritar hjá sér á miða nafnið gilitrutt.	Meira að segja satan sjálfur er ekki svona vondur.	Grettir sterki hafði betur gegn draugnum Glámi.	Hann fer síðan heim og ritar hjá sér á miða nafnið Gilitrutt.	Meira að segja satan sjálfur er ekki svona vondur.	Grettir sterki hafði betur gegnum draugnum Glámi.	Hann fer síðan heim og ritara hjá sér á miða nafnið gilitrutt.	Meira að segja satan sjálfur er ekki svona vondur.	Grettir sterki hafði betur gegnum draugnum glámi.	Hann fer síðan heim og ritar hjá sér á miða nafnið gili trútt.	Meira að segja Satan sjálfur er ekki svona vondur.	Grettir sterki hafði betur gegnum draugnum glími.	Hann fer síðan heim og ritar hjá sér á miða nafnið Gilitrutt.	Meira að segja fatan sjálfur er ekki svona vondur.	Grettir sterki hafði betur gegnum draugnum glámi.	Hann fer síðan heim og ritar hjá sér á miða nafnið gilitrutt.	Meira að segja satan sjálfur er ekki svona vondur.	Grettir sterki hafði betur gegnum draugnum Glámi.	Hann fer síðan heim og ritar hjá sér á miða nafnið gilitrutt.	Meira að segja Satan sjálfur er ekki svona vondur.	Grettir sterki hafði betur gegn draugnum glámi.
13	1.2.2.2 c	Æ, já, hann Snati er ósköp sauðslegur smalahundur.	Dröfn kom ríðandi á Skjóna.	„Hvar á að tjalda?“ segir hún Skjalda.	Æ, já, hann snati er ósköp sauðslegur smalahundur.	Dröfn kom ríðandi á skjóna.	„Hvar á að tjalda?“ segir hún skjalda.	Æ, já, hann snati er ósköp sauðslegur smalahundur.	Dröfn kom ríðandi á skjóna.	„Hvar á að tjalda?“ segir hún skjalda.	Æ, já, hann snati er ósköp sauðslegur smalahundur.	Dröfn kom ríðandi á skjóna.	„Hvar á að tjalda?“ segir hún skjalda.	Æ, já, hann Snati er ósköp sauðslegur smalahundur.	Dröfn kom ríðandi á skjóna.	„Hvar á að tjalda?“ segir hún skjalda.	Æ, já, hann snatri er ósköp sauðslegur smalahundur.	Dröfn kom ríðandi á skjóna.	„Hvar á að tjalda?“ segir hún skjala.	Æ, já, hann snati er ósköp sauðslegur smalahundur.	Dröfn kom ríðandi á skjóna.	„Hvar á að tjalda?“ segir hún skjalda.	Æ, já, hann Snati er ósköp kauðslegur smala hundur.	Dröfn kom ríðandi á sjóna.	„Hvar á að tjalda?“ segir hún skjalda.	Æ, já, hann snati er ósköp sauðslegur smalahundur.	Dröfn kom ríðandi á sjóna.	„Hvar á að tjalda?“ segir hún skjalda.	Æ, já, hann snati er ósköp sauðslegur smalahundur.	Dröfn kom ríðandi á skjóna.	„Hvar á að tjalda?“ segir hún skjalda.	„Æ, já, hann Snata er ósköp sauðslegur smalahundur.“	Dröfn kom ríðandi á skjóna.	„Hvar á að tjalda?“ spyr hún.
14	1.2.2.2 d	Persónugerving vindsins er Kári.	Aðalpersóna sögunnar var Þekkingin.	Oft hvíslaði Norðanvindurinn í eyra mér.	Persónugerving vindsins er kári.	Aðalpersóna sögunnar var þekkingin.	Oft hvíslaði norðanvindurinn í eyra mér.	Persónugerving vindsins er kár.	Aðalpersóna sögunnar var þekkingin.	Oft hvíslaði norðanvindurinn í eyra mér.	Persónugerving vindsins er Kári.	Aðalpersóna sögunnar var þekkingin.	Oft hvíslaði norðanvindurinn í eyra mér.	Persónugerving vindsins er kári.	Aðalpersóna sögunnar var þekkingin.	Oft hvíslaði norðanvindurinn í eyra mér.	Persónugerving vindsins er ári.	Aðalpersóna sögunnar var þekkingin.	Oft hvíslaði norðanvindurinn í eyra mér.	Persónugerving vindsins er kári.	Aðalpersóna sögunnar var þekkingin.	Oft hvíslaði norðanvindurinn í eyra mér.	Persónugerving vindsins er kári.	Aðalpersóna sögunnar var þekkingin.	Oft hvíslaði norðan vindurinn í eyra mér.	Persónugerving vindsins er dári.	Aðalpersóna sögunnar var þekkingin.	Oft hvíslaði norðanvindurinn í eyra mér.	Persónugerving vindsins er kári.	Aðalpersóna sögunnar var þekkingin.	Oft hvíslaði norðanvindurinn í eyra mér.	Persónugerving vindsins er kári.	Aðalpersóna sögunnar var þekkingin.	Oft hvíslaði norðanvindurinn í eyra mér.
15	1.2.2.3 a	Við erum á leiðinni á Austurland í sumar.	Vinkona mín leiðréttir mig og segir að það búi enginn á Mývatni.	Veiran greindist meira að segja á Suðurskautslandinu.	Við erum á leiðinni á austurland í sumar.	Vinkona mín leiðréttir mig og segir að það búi enginn á mývatni.	Veiran greindist meira að segja á suðurskautslandinu.	Við erum á leiðinni á Austurland í sumar.	Vinkona mín leiðréttir mig og segir að það búi enginn á Mývatni.	Veiran greindist meira að segja á Suðurskautslandinu.	Við erum á leiðinni á Austurland í sumar.	Vinkona mín leiðréttir mig og segir að það búi enginn á Mývatni.	Veiran greindist meira að segja á suðurskautslandinu.	Við erum á leiðinni á Austurland í sumar.	Vinkona mín leiðréttir mig og segir að það búi enginn á Mývatni.	Veiran greindist meira að segja á suðurskautslandinu.	Við erum á leiðinni á Austurland í sumar.	Vinkona mín leiðréttir mig og segir að það búi enginn á Mývatni.	Veiran greindist meira að segja á Suðurskautslandinu.	Við erum á leiðinni á austurland í sumar.	Vinkona mín leiðréttir mig og segir að það búi enginn á mývatni.	Veiran greindist meira að segja á suðurskautslandinu.	Við erum á leiðinni á austurland í sumar.	Vinkona mín leiðréttir mig og segir að það búi enginn á Mývatni.	Veiran greindist meira að segja á Suðurskautslandinu.	Við erum á leiðinni á austurland í sumar.	Vinkona mín leiðréttir mig og segir að það búi enginn á mývatni.	Veiran greindist meira að segja á suðurskautslandinu.	Við erum á leiðinni á austurland í sumar.	Vinkona mín leiðréttir mig og segir að það búi enginn á mývatni.	Veiran greindist meira að segja á Suðurskautslandinu.	Við erum á leiðinni austur í sumar.	Vinkona mín leiðréttir mig og segir að það búi enginn á Mývatni.	Veiran greindist meira að segja á suðurskautslandinu.
16	1.2.2.3 b	Amma mín er frá Súðavík en ekki afi minn.	Hvar á landinu er sveitarfélagið Vesturbyggð?	Ég á heima í Vogahverfinu.	Amma mín er frá súðavík en ekki afi minn.	Hvar á landinu er sveitarfélagið vesturbyggð?	Ég á heima í vogahverfinu.	Amma mín er frá Súðavík en ekki afi minn.	Hvar á landinu er sveitarfélagið Vesturbyggð?	Ég á heima í Vogahverfinu.	Amma mín er frá Súðavík en ekki afi minn.	Hvar á landinu er sveitarfélagið Vesturbyggð?	Ég á heima í Vogahverfinu.	Amma mín er frá Súðavík en ekki afi minn.	Hvar á landinu er sveitarfélagið Vesturbyggð?	Ég á heima í Vogahverfinu.	Amma mín er frá Súðavík en ekki afi minn.	Hvar á landinu er sveitarfélagið Vesturbyggð?	Ég á heima í Vogahverfinu.	Amma mín er frá súðavík en ekki afi minn.	Hvar á landinu er sveitarfélagið vesturbyggð?	Ég á heima í vogahverfinu.	Amma mín er frá Súðavík en ekki afi minn.	Hvar á landinu er sveitarfélagið Vesturbyggð?	Ég á heima í vogahverfinu.	Amma mín er frá súðavík en ekki afi minn.	Hvar á landinu er sveitarfélagið vesturbyggð?	Ég á heima í vogahverfinu.	Amma mín er frá Súðavík en ekki afi minn.	Hvar á landinu er sveitarfélagið vesturbyggð?	Ég á heima í vogahverfinu.	Amma mín er frá Súðavík en ekki afi minn.	Hvar á landinu er sveitarfélagið Vesturbyggð?	Ég á heima í Vogahverfinu.
17	1.2.2.3 c (a)	Stærsti stormur sólkerfisins er á Júpíter.	Þekktasta samstirnið sem sést frá Íslandi mun víst vera Karlsvagninn.	Mig minnir að ég hafi lesið á Stjörnufræðivefnum að Stóra Magellanskýið sé oft skilgreint sem óregluleg bjálkaþyrilþoka.	Stærsti stormur sólkerfisins er á júpíter.	Þekktasta samstirnið sem sést frá Íslandi mun víst vera karlsvagninn.	Mig minnir að ég hafi lesið á Stjörnufræðivefnum að stóra magellanskýið sé oft skilgreint sem óregluleg bjálkaþyrilþoka.	Stærsti stormur sólkerfisins er á Júpíter.	Þekktasta samstirnið sem sést frá Íslandi mun víst vera karlsvagninn.	Mig minnir að ég hafi lesið á Stjörnufræðivefnum að stóra magellanskýið sé oft skilgreint sem óregluleg bjálkaþyrilþoka.	Stærsti stormur sólkerfisins er á Júpíter.	Þekktasta samstirnið sem sést frá Íslandi mun víst vera karlsvagninn.	Mig minnir að ég hafi lesið á Stjörnufræðivefnum að stóra Magellanskýið sé oft skilgreint sem óregluleg bjálkaþyrilþoka.	Stærsti stormur sólkerfisins er á Júpíter.	Þekktasta samstirnið sem sést frá Íslandi mun víst vera karlsvagninn.	Mig minnir að ég hafi lesið á Stjörnufræðivefnum að stóra magellanskýið sé oft skilgreint sem óregluleg bjálkaþyrilþoka.	Stærsti stormur sólkerfisins er á Júpíter.	Þekktasta samstirnið sem sést frá Íslandi mun víst vera Karlsvagninn.	Mig minnir að ég hafi lesið á Stjörnufræðivefnum að stóra magellanskýið sé oft skilgreint sem óregluleg bjálkaþyrilþoka.	Stærsti stormur sólkerfisins er á júpíter.	Þekktasta samstirnið sem sést frá Íslandi mun víst vera karlsvagninn.	Mig minnir að ég hafi lesið á Stjörnufræðivefnum að stóra magellanskýið sé oft skilgreint sem óregluleg bjálkaþyrilþoka.	Stærsti stormur sólkerfisins er á Júpíter.	Þekktasta smástirnið sem sést frá Íslandi mun víst vera karlsvagninn.	Mig minnir að ég hafi lesið á Stjörnufræðivefnum að stóra magellanskýið sé oft skilgreint sem óregluleg bjálkaþyrilþoka.	Stærsti stormur sólkerfisins er á Júpíter.	Þekktasta samstirnið sem sést frá Íslandi mun víst vera karlsvagninn.	Mig minnir að ég hafi lesið á Stjörnufræðivefnum að stóra magellanskýið sé oft skilgreint sem óregluleg bjálkaþyrilþoka.	Stærsti stormur sólkerfisins er á Júpíter.	Þekktasta samstirnið sem sést frá Íslandi mun víst vera Karlsvagninn.	Mig minnir að ég hafi lesið á Stjörnufræðivefnum að stóra magellanskýið sé oft skilgreint sem óregluleg bjálkaþyrilþoka.	Stærsti stormur sólkerfisins er á júpíter.	Þekktasta samstirnið sem sést frá Íslandi mun víst vera karlsvagninn.	Mig minnir að ég hafi lesið á Stjörnufræðivefnum að stóra magellanskýið sé oft skilgreint sem óregluleg bjálkaþyrilþoka.
18	1.2.2.3 c (b)	Allur hiti kemur frá sólinni.	Sá fyrsti sem steig fæti á tunglið var Neil Armstrong.	Af jörðu ertu kominn.	Allur hiti kemur frá Sólinni.	Sá fyrsti sem steig fæti á Tunglið var Neil Armstrong.	Af Jörðu ertu kominn.	Allur hiti kemur frá sólinni.	Sá fyrsti sem steig fæti á tunglið var Neil Armstrong.	Af Jörðu ertu kominn.	Allur hiti kemur frá Sólinni.	Sá fyrsti sem steig fæti á tunglið var Neil Armstrong.	Af Jörðu ertu kominn.	Allur hiti kemur frá Sólinni.	Sá fyrsti sem steig fæti á tunglið var Neil Armstrong.	Af Jörðu ertu kominn.	Allur hiti kemur frá Sólinni.	Sá fyrsti sem steig fæti á tunglið var Neil Armstrong.	Af jörðu ertu kominn.	Allur hiti kemur frá Sólinni.	Sá fyrsti sem steig fæti á Tunglið var Neil Armstrong.	Af Jörðu ertu kominn.	Allur hiti kemur frá Sólinni.	Sá fyrsti sem steig fæti á Tunglið var Neil Armstrong.	Af Jörðu ertu kominn.	Allur hiti kemur frá Sólinni.	Sá fyrsti sem steig fæti á Tunglið var Feil Armstreng.	Af Jörðu ertu kominn.	Allur hiti kemur frá Sólinni.	Sá fyrsti sem steig fæti á Tunglið var Nei Armstrong.	Af Jörðu ertu kominn.	Allur hiti kemur frá Sólinni.	Sá fyrsti sem steig fæti á tunglið var Neil Armstrong.	Af jörðu ertu kominn.
19	1.2.2.3 c (c)	Hún var í hrútsmerkinu.	Hann fletti upp voginni í spá dagsins.	Þeir sem eru í ljónsmerkinu eru ástríðufullir.	Hún var í Hrútsmerkinu.	Hann fletti upp Voginni í spá dagsins.	Þeir sem eru í Ljónsmerkinu eru ástríðufullir.	Hún var í Hrútsmerkinu.	Hann fletti upp Voginni í spá dagsins.	Þeir sem eru í Ljónsmerkinu eru ástríðufullir.	Hún var í Hrútsmerkinu.	Hann fletti upp Voginni í spá dagsins.	Þeir sem eru í Ljónsmerkinu eru ástríðufullir.	Hún var í Hrútsmerkinu.	Hann fletti upp Voginni í spá dagsins.	Þeir sem eru í Ljónsmerkinu eru ástríðufullir.	Hún var í Hrútsmerkinu.	Hann fletti upp Vogina í spá dagsins.	Þeir sem eru í Ljónsmerkinu eru ástríðufullir.	Hún var í Hrútsmerkinu.	Hann fletti upp Voginni í spá dagsins.	Þeir sem eru í Ljónsmerkinu eru ástríðufullir.	Hún var í Hrútsmerkinu.	Hann fletti upp Voginni í spá dagsins.	Þeir sem eru í Ljónsmerkinu eru ástríðufullir.	Hún var í Hrútsmerkinu.	Hann fletti upp Voginni í spá dagsins.	Þeir sem eru í Ljónsmerkinu eru ástríðufullir.	Hún var í Hrútsmerkinu.	Hann fletti upp Voginni í spá dagsins.	Þeir sem eru í Ljónsmerkinu eru ástríðufullir.	Hún var í Hrútsmerkinu.	Hann fletti upp Voginni í spá dagsins.	Þeir sem eru í Ljónsmerkinu eru ástríðufullir.
20	1.2.2.4 a	Við giftum okkur í Hallgrímskirkju á Saurbæ í Hvalfirði.	Ólíklegt er að framkvæmdir við Gullinbrú hefjist á morgun.	Fundurinn verður haldinn í Norræna húsinu.	Við giftum okkur í hallgrímskirkju á Saurbæ í Hvalfirði.	Ólíklegt er að framkvæmdir við gullinbrú hefjist á morgun.	Fundurinn verður haldinn í norræna húsinu.	Við giftum okkur í Hallgrímskirkju á Saurbæ í Hvalfirði.	Ólíklegt er að framkvæmdir við gullinbrú hefjist á morgun.	Fundurinn verður haldinn í norræna húsinu.	Við giftum okkur í Hallgrímskirkju í Saurbæ í Hvalfirði.	Ólíklegt er að framkvæmdir við gullinbrú hefjist á morgun.	Fundurinn verður haldinn í norræna húsinu.	Við giftum okkur í hallgrímskirkju í Saurbæ í Hvalfirði.	Ólíklegt er að framkvæmdir við gullinbrú hefjist á morgun.	Fundurinn verður haldinn í norræna húsinu.	Við giftum okkur í Hallgrímskirkju á Saurbæ í Hvalfirði.	Ólíklegt er að framkvæmdir við gullinbrú hefjist á morgun.	Fundurinn verður haldinn í norræna húsinu.	Við giftum okkur í hallgrímskirkju á Saurbæ í Hvalfirði.	Ólíklegt er að framkvæmdir við gullinbrú hefst á morgun.	Fundurinn verður haldinn í norræna húsinu.	Við giftum okkur í Hallgrímskirkju á Saurbæ í Hvalfirði.	Ólíklegt er að framkvæmdir við Gullinbrú hefjist á morgun.	Fundurinn verður haldinn í norræna húsinu.	Við giftum okkur í Hallgrímskirkju á Saurbæ í Hvalfirði.	Ólíklegt er að framkvæmdir við gullinbrú hefjist á morgun.	Fundurinn verður haldinn í norræna húsinu.	Við giftum okkur í hallgrímskirkju á Saurbæ í Hvalfirði.	Ólíklegt er að framkvæmdir við gullinbrú hefjist á morgun.	Fundurinn verður haldinn í norræna húsinu.	Við giftum okkur í Hallgrímskirkju á Saurbæ í Hvalfirði.	Ólíklegt er að framkvæmdir við Gullinbrú hefjist á morgun.	Fundurinn verður haldinn í norræna húsinu.
21	1.2.2.4 b	Það þurfti að senda Herjólf í slipp, hann var svo illa farinn.	Aldrei hafa fleiri ferðast með Norrænu en nú í ár.	Maður getur tekið Þristinn til þess að komast í Mjóddina.	Það þurfti að senda herjólf í slipp, hann var svo illa farinn.	Aldrei hafa fleiri ferðast með norrænu en nú í ár.	Maður getur tekið þristinn til þess að komast í Mjóddina.	Það þurfti að senda herjólf í slipp, hann var svo illa farinn.	Aldrei hafa fleiri ferðast með Norrænu en nú í ár.	Maður getur tekið þristinn til þess að komast í Mjóddina.	Það þurfti að senda Herjólf í slipp, hann var svo illa farinn.	Aldrei hafa fleiri ferðast með Norrænu en nú í ár.	Maður getur tekið þristinn til þess að komast í Mjóddina.	Það þurfti að senda herjólf í slipp, hann var svo illa farinn.	Aldrei hafa fleiri ferðast með norrænu en nú í ár.	Maður getur tekið þristinn til þess að komast í Mjóddina.	Það þurfti að senda herjólf í slipp, hann var svo illa farinn.	Aldrei hafa fleiri ferðast með norrænu en nú í ár.	Maður getur tekið þristinn til þess að komast í Mjóddina.	Það þurfti að senda herjólf í slipp, hann var svo illa farinn.	Aldrei hafa fleiri ferðast með norrænu en nú í ár.	Maður getur tekið þristinn til þess að komast í Mjóddina.	Það þurfti að senda Herjólf í slypp, hann var svo illa farinn.	Aldrei hafa fleiri ferðast með norrænu en nú í ár.	Maður getur tekið þristinn til þess að komast í Mjöðmina.	Það þurfti að senda Herjólf í slipp, hann var svo illa farinn.	Aldrei hafa fleiri ferðast með norrænu en nú í ár.	Maður getur tekið þristinn til þess að komast í Mjóddina.	Það þurfti að senda herjólf í slipp, hann var svo illa farinn.	Aldrei hafa fleiri ferðast með norrænu en nú í ár.	Maður getur tekið þristinn til þess að komast í Mjóddina.	Það þurfti að senda Herjólf í slipp, hann var svo illa farinn.	Aldrei hafa fleiri ferðast með Norrænu en nú í ár.	Maður getur tekið þristinn til þess að komast í Mjóddina.
22	1.2.2.4 c	Við lesum ekki Morgunblaðið á þessu heimili.	Eftir hvern er Tunglskinssónatan?	Eitt frægasta verk Halldórs Laxness er Sjálfstætt fólk.	Við lesum ekki morgunblaðið á þessu heimili.	Eftir hvern er tunglskinssónatan?	Eitt frægasta verk Halldórs Laxness er sjálfstætt fólk.	Við lesum ekki Morgunblaðið á þessu heimili.	Eftir hvern er tunglskinssónatan?	Eitt frægasta verk Halldórs Laxness er Sjálfstætt fólk.	Við lesum ekki Morgunblaðið á þessu heimili.	Eftir hvern er tunglskinssónatan?	Eitt frægasta verk Halldórs Laxness er Sjálfstætt fólk.	Við lesum ekki Morgunblaðið á þessu heimili.	Eftir hvern er tunglskinssónatan?	Eitt frægasta verk Halldórs Laxness er sjálfstætt fólk.	Við lesum ekki morgunblaðið á þessu heimili.	Eftir hvern er Tunglskinssónatan?	Eitt frægasta verk Halldórs Laxness er sjálfstætt fólk.	Við lesum ekki morgunblaðið á þessu heimili.	Eftir hvern er tunglskinssónatan?	Eitt frægasta verk Halldórs Laxness er sjálfstætt fólk.	Við lesum ekki morgunblaðið á þessu heimili.	Eftir hvern er tunglskinssónatan?	Eitt frægasta verk Halldórs Laxness er sjálfstætt fólk.	Við lesum ekki morgunblaðið á þessu heimili.	Eftir hvern er tunglskinssónatan?	Eitt frægasta verk Halldórs Laxness er sjálfstætt fólk.	Við lesum ekki morgunblaðið á þessu heimili.	Eftir hvern er tunglskinssónatan?	Eitt frægasta verk Halldórs Laxness er sjálfstætt fólk.	Við lesum ekki Morgunblaðið á þessu heimili.	Eftir hvern er tunglskinssónatan?	Eitt frægasta verk Halldórs Laxness er Sjálfstætt fólk.
23	1.2.2.4 d	Að mínu mati er enginn ostur betri en Skólaostur.	Mörgum brá í brún þegar tilkynnt var að hætta ætti framleiðslu á Svala.	Hvort segir maður að Húsavíkurjógúrt sé góð eða gott?	Að mínu mati er enginn ostur betri en skólaostur.	Mörgum brá í brún þegar tilkynnt var að hætta ætti framleiðslu á svala.	Hvort segir maður að húsavíkurjógúrt sé góð eða gott?	Að mínu mati er enginn ostur betri en skólaostur.	Mörgum brá í brún þegar tilkynnt var að hætta ætti framleiðslu á svala.	Hvort segir maður að húsavíkurjógúrt sé góð eða gott?	Að mínu mati er enginn ostur betri en skólaostur.	Mörgum brá í brún þegar tilkynnt var að hætta ætti framleiðslu á svölum.	Hvort segir maður að húsavíkurjógúrt sé góð eða gott?	Að mínu mati er enginn ostur betri en skólaostur.	Mörgum brá í brún þegar tilkynnt var að hætta ætti framleiðslu á svala.	Hvort segir maður að húsavíkurjógúrt sé góð eða gott?	Að mínu mati er enginn ostur betri en skólaostur.	Mörgum brá í brún þegar tilkynnt var að hætta ætti framleiðslu á svala.	Hvort segir maður að Húsavíkurjógúrt sé góð eða gott?	Að mínu mati er enginn ostur betri en skólaostur.	Mörgum brá í brún þegar tilkynnt var að hætta ætti framleiðslu á svala.	Hvort segir maður að húsavíkurjógúrt sé góð eða gott?	Að mínu mati er enginn ostur betri en skólaostur.	Mörgum brá í brún þegar tilkynnt var að hætta ætti framleiðslu á svala.	Hvort segir maður að húsavíkurjógúrt sé góð eða gott?	Að mínu mati er enginn ostur betri en skólaostur.	Mörgum brá í brún þegar tilkynnt var að hætta ætti framleiðslu á svala.	Hvort segir maður að húsavíkurjógúrt sé góð eða gott?	Að mínu mati er enginn ostur betri en skólaostur.	Mörgum brá í brún þegar tilkynnt var að hætta ætti framleiðslu á svala.	Hvort segir maður að húsavíkur jógúrt sé góð eða gott?	Að mínu mati er enginn ostur betri en skólaostur.	Mörgum brá í brún þegar tilkynnt var að hætta ætti framleiðslu á svala.	Hvort segir maður að húsavíkurjógúrt sé góð eða gott?
